,mun,v_blanc,v_nul,PSOE,PP,Cs,ERC,VOX,JUNTS,PNV,PODEMOS,Bildu,BNG,CUP,atur,atur_m24,atur_25_44,atur_M45,atur_h,atur_d,pob_t,esp,euro,asia,ame,UE,oce_apa,afr,h,m,m19,e20_29,e30_39,e40_49,e50_59,e60_69,e70_79,M80,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni
39,2040,0.001824818,0.003649635,0.354014599,0.297445255,0.049270073,0,0.113138686,0,0,0.047445255,0,0,0,0.117291667,0.023391813,0.095890411,0.160321489,0.079475309,0.161684783,647,0.964451314,0.001545595,0,0.017001546,0.001545595,0,0.017001546,0.533230294,0.466769706,0.080370943,0.091190108,0.091190108,0.170015456,0.142194745,0.14374034,0.14683153,0.085007728,11405,28.9,49,622,2.72,24.5,11405,28.9,49,622,2.72,24.5,11405,28.9,49,622,2.72,24.5,11405,28.9,49,622,2.72,24.5
40,2041,0,0.006329114,0.231012658,0.382911392,0.006329114,0,0.088607595,0,0,0.03164557,0,0,0,0.191798942,0.029166667,0.154589372,0.25,0.155890805,0.248858447,355,0.994366197,0,0,0.005633803,0,0,0,0.543661972,0.456338028,0.076056338,0.067605634,0.073239437,0.171830986,0.123943662,0.126760563,0.157746479,0.177464789,9941,30.3,55.3,342,1.83,50.5,9941,30.3,55.3,342,1.83,50.5,9941,30.3,55.3,342,1.83,50.5,9941,30.3,55.3,342,1.83,50.5
41,2042,0.001234568,0.004938272,0.327160494,0.185185185,0.033333333,0,0.103703704,0,0,0.058024691,0,0,0,0.207199546,0.061926606,0.105620155,0.315689468,0.156111111,0.260416667,919,0.978237214,0.013057671,0,0.006528836,0.010881393,0,0.002176279,0.488574538,0.511425462,0.066376496,0.101196953,0.094668118,0.104461371,0.19695321,0.142546246,0.099020675,0.134929271,9901,30.6,51.2,893,2.09,42.4,9901,30.6,51.2,893,2.09,42.4,9901,30.6,51.2,893,2.09,42.4,9901,30.6,51.2,893,2.09,42.4
42,2043,0.005150215,0.012017167,0.310729614,0.224034335,0.035193133,0,0.135622318,0,0,0.024892704,0,0,0,0.131090487,0.063802083,0.120958751,0.157854406,0.080679406,0.191815857,1358,0.949926362,0.021354934,0,0.013991163,0.021354934,0,0.014727541,0.519145803,0.480854197,0.079528719,0.114874816,0.103092784,0.132547865,0.189248895,0.111192931,0.110456554,0.121502209,9855,26.7,50.1,1335,2.3,35.1,9855,26.7,50.1,1335,2.3,35.1,9855,26.7,50.1,1335,2.3,35.1,9855,26.7,50.1,1335,2.3,35.1
43,2044,0.004807692,0.008653846,0.255769231,0.157692308,0.038461538,0,0.146153846,0,0,0.026923077,0,0,0,0.248832866,0.183779762,0.179347826,0.311379928,0.133928571,0.388716356,1175,0.990638298,0.002553191,0,0.002553191,0.002553191,0,0.004255319,0.519148936,0.480851064,0.071489362,0.101276596,0.085957447,0.13787234,0.163404255,0.133617021,0.115744681,0.145531915,9297,28.3,51.7,1148,2.13,39.8,9297,28.3,51.7,1148,2.13,39.8,9297,28.3,51.7,1148,2.13,39.8,9297,28.3,51.7,1148,2.13,39.8
44,2045,0.010529232,0.012468828,0.255195345,0.159878083,0.045441951,0,0.087281796,0,0,0.193959546,0,0,0,0.123818472,0.059220679,0.102595968,0.165372671,0.074658426,0.178177458,4652,0.928632846,0.048151333,0.000644884,0.009673259,0.046216681,0,0.012897678,0.511607911,0.488392089,0.149183147,0.104686156,0.128761823,0.157136715,0.136285469,0.109630267,0.101031814,0.071797077,10443.93146,29.5,44.08391351,4625,2.564650811,26.71396757,10443.93146,29.5,44.08391351,4625,2.564650811,26.71396757,10443.93146,29.5,44.08391351,4625,2.564650811,26.71396757,10443.93146,29.5,44.08391351,4625,2.564650811,26.71396757
45,2046,0.010666667,0.019555556,0.219555556,0.276444444,0.038222222,0,0.161777778,0,0,0.055111111,0,0,0,0.134831461,0.066049383,0.112679211,0.180591819,0.082450565,0.193979266,1383,0.960231381,0.01373825,0,0.006507592,0.01373825,0,0.019522777,0.510484454,0.489515546,0.127259581,0.100506146,0.13087491,0.165582068,0.140997831,0.109182936,0.099060014,0.081706435,9773,28.2,45,1362,2.4,30.6,9773,28.2,45,1362,2.4,30.6,9773,28.2,45,1362,2.4,30.6,9773,28.2,45,1362,2.4,30.6
46,2047,0,0.018181818,0.236363636,0.409090909,0,0,0.081818182,0,0,0.009090909,0,0,0,0.12808642,0,0.113095238,0.144144144,0.068965517,0.196666667,110,1,0,0,0,0,0,0,0.536363636,0.463636364,0.027272727,0.045454545,0.063636364,0.072727273,0.218181818,0.181818182,0.209090909,0.172727273,14711,37.3,57,131,1.73,48.3,14711,37.3,57,131,1.73,48.3,14711,37.3,57,131,1.73,48.3,14711,37.3,57,131,1.73,48.3
47,2048,0.007672634,0.009377664,0.291560102,0.254049446,0.023017903,0,0.152600171,0,0,0.034953112,0,0,0,0.118085489,0.060672515,0.084222222,0.161921033,0.077037773,0.166666667,1501,0.892071952,0.065289807,0.003331113,0.006662225,0.065289807,0,0.032644903,0.515656229,0.484343771,0.103930713,0.089273817,0.119920053,0.152564957,0.151232512,0.126582278,0.118587608,0.1005996,9354,26.8,48.7,1469,2.32,35.9,9354,26.8,48.7,1469,2.32,35.9,9354,26.8,48.7,1469,2.32,35.9,9354,26.8,48.7,1469,2.32,35.9
48,2049,0.001285347,0.01285347,0.327763496,0.145244216,0.020565553,0,0.095115681,0,0,0.039845758,0,0,0,0.182590234,0.117647059,0.15719697,0.214480874,0.165705128,0.203396524,852,0.988262911,0.003521127,0,0.007042254,0.002347418,0,0.001173709,0.517605634,0.482394366,0.062206573,0.095070423,0.102112676,0.106807512,0.158450704,0.133802817,0.139671362,0.183098592,10094,27.9,54.5,831,1.89,48,10094,27.9,54.5,831,1.89,48,10094,27.9,54.5,831,1.89,48,10094,27.9,54.5,831,1.89,48
49,2051,0.007859734,0.008464329,0.166868198,0.261185006,0.046553809,0,0.160217654,0,0,0.022974607,0,0,0,0.119322556,0.080952381,0.11701788,0.135655497,0.061007641,0.187049362,2051,0.935641151,0.015114578,0,0.037542662,0.012676743,0,0.011701609,0.508532423,0.491467577,0.110190151,0.106777182,0.128230132,0.147732813,0.137493905,0.117991224,0.091175037,0.108239883,9482.509063,28.75,45.48459215,1986,2.493353474,31.10271903,9482.509063,28.75,45.48459215,1986,2.493353474,31.10271903,9482.509063,28.75,45.48459215,1986,2.493353474,31.10271903,9482.509063,28.75,45.48459215,1986,2.493353474,31.10271903
50,2052,0.012875536,0.002145923,0.296137339,0.210300429,0.021459227,0,0.188841202,0,0,0.055793991,0,0,0,0.139822596,0.096491228,0.132205514,0.160678643,0.103252033,0.189144737,571,0.926444834,0.03502627,0,0.007005254,0.031523643,0,0.031523643,0.53765324,0.46234676,0.096322242,0.099824869,0.117338004,0.148861646,0.157618214,0.126094571,0.094570928,0.112084063,10152,29.1,46.6,581,2.31,34.5,10152,29.1,46.6,581,2.31,34.5,10152,29.1,46.6,581,2.31,34.5,10152,29.1,46.6,581,2.31,34.5
51,2053,0.004847645,0.015235457,0.270083102,0.164127424,0.05401662,0,0.12465374,0,0,0.07998615,0,0,0,0.117174473,0.045165394,0.100600601,0.157191448,0.05471671,0.186778846,3435,0.981659389,0.006404658,0.001455604,0.004657933,0.006113537,0,0.005822416,0.513245997,0.486754003,0.116157205,0.115574964,0.101892285,0.153129549,0.160407569,0.101310044,0.092576419,0.103930131,8918.212369,24.8,46.11630688,3428,2.539760793,29.62053676,8918.212369,24.8,46.11630688,3428,2.539760793,29.62053676,8918.212369,24.8,46.11630688,3428,2.539760793,29.62053676,8918.212369,24.8,46.11630688,3428,2.539760793,29.62053676
52,2054,0,0.013333333,0.218666667,0.341333333,0.045333333,0,0.088,0,0,0.056,0,0,0,0.133282365,0.044871795,0.073943662,0.231203008,0.065159574,0.225419664,517,0.82205029,0.172147002,0,0.005802708,0.170212766,0,0,0.51450677,0.48549323,0.102514507,0.135396518,0.133462282,0.125725338,0.135396518,0.117988395,0.114119923,0.096711799,9916,25.5,46.6,521,2.45,34.7,9916,25.5,46.6,521,2.45,34.7,9916,25.5,46.6,521,2.45,34.7,9916,25.5,46.6,521,2.45,34.7
53,2055,0.001895735,0.003791469,0.31943128,0.114691943,0.019905213,0,0.131753555,0,0,0.041706161,0,0,0,0.17115903,0.058404558,0.160737813,0.213709677,0.13264526,0.226034858,1191,0.989084803,0.002518892,0,0.002518892,0.002518892,0,0.005877414,0.554156171,0.445843829,0.081444165,0.098236776,0.094038623,0.14861461,0.172963896,0.102434929,0.117548279,0.135180521,8800,26.2,50,1181,2.18,42.5,8800,26.2,50,1181,2.18,42.5,8800,26.2,50,1181,2.18,42.5,8800,26.2,50,1181,2.18,42.5
54,2056,0.006707317,0.015243902,0.315243902,0.206097561,0.02804878,0,0.135365854,0,0,0.023170732,0,0,0,0.128968254,0.072192513,0.123339973,0.154379332,0.095367495,0.166666667,1987,0.952692501,0.026673377,0,0.013588324,0.024157021,0,0.007045798,0.507800705,0.492199295,0.116758933,0.117262204,0.113236034,0.138902869,0.141419225,0.121791646,0.116758933,0.094614997,9006.806402,28.4,47.2222561,1968,2.393887195,31.31920732,9006.806402,28.4,47.2222561,1968,2.393887195,31.31920732,9006.806402,28.4,47.2222561,1968,2.393887195,31.31920732,9006.806402,28.4,47.2222561,1968,2.393887195,31.31920732
55,2057,0.00770416,0.012840267,0.328197227,0.121725732,0.031843862,0,0.101694915,0,0,0.089368259,0,0,0,0.168660287,0.072247706,0.144424132,0.217765043,0.109184119,0.233667144,2307,0.974425661,0.017771998,0,0.005635024,0.016905072,0,0.002167317,0.500216732,0.499783268,0.112700477,0.106198526,0.107065453,0.152579107,0.162115301,0.11443433,0.104898136,0.093194625,9563.561698,27.1,47.46351172,2261,2.314064573,35.31039363,9563.561698,27.1,47.46351172,2261,2.314064573,35.31039363,9563.561698,27.1,47.46351172,2261,2.314064573,35.31039363,9563.561698,27.1,47.46351172,2261,2.314064573,35.31039363
56,2058,0.003333333,0.03,0.333333333,0.16,0.023333333,0,0.023333333,0,0,0.046666667,0,0,0,0.1675,0.127192982,0.144366197,0.189393939,0.138176638,0.208835341,348,0.971264368,0.011494253,0,0.017241379,0.011494253,0,0,0.545977011,0.454022989,0.063218391,0.051724138,0.103448276,0.152298851,0.155172414,0.152298851,0.112068966,0.181034483,10353,30.5,54.2,331,1.77,50.5,10353,30.5,54.2,331,1.77,50.5,10353,30.5,54.2,331,1.77,50.5,10353,30.5,54.2,331,1.77,50.5
57,2059,0,0.025,0.3625,0.140625,0.015625,0,0.14375,0,0,0.015625,0,0,0,0.130726698,0.147727273,0.128378378,0.128985507,0.073446328,0.203405018,334,0.994011976,0.002994012,0,0,0,0,0.002994012,0.550898204,0.449101796,0.035928144,0.098802395,0.107784431,0.125748503,0.170658683,0.170658683,0.122754491,0.143712575,11529,29.4,54.4,333,1.92,45.7,11529,29.4,54.4,333,1.92,45.7,11529,29.4,54.4,333,1.92,45.7,11529,29.4,54.4,333,1.92,45.7
58,2060,0.005520505,0.011041009,0.195583596,0.285488959,0.055205047,0,0.161671924,0,0,0.033123028,0,0,0,0.121984649,0.066308244,0.110453649,0.140852391,0.080163043,0.186111111,1399,0.989992852,0.007147963,0,0.000714796,0.006433167,0,0.002144389,0.583988563,0.416011437,0.060757684,0.093638313,0.117941387,0.149392423,0.190135811,0.143674053,0.128663331,0.090779128,13202,30.8,50.9,1389,1.73,50.5,13202,30.8,50.9,1389,1.73,50.5,13202,30.8,50.9,1389,1.73,50.5,13202,30.8,50.9,1389,1.73,50.5
59,2061,0.004958678,0.009917355,0.25785124,0.300826446,0.024793388,0,0.130578512,0,0,0.029752066,0,0,0,0.105793451,0.039308176,0.07183908,0.148241206,0.086477987,0.127927928,692,0.958092486,0.01300578,0,0.001445087,0.00867052,0.001445087,0.026011561,0.505780347,0.494219653,0.069364162,0.098265896,0.092485549,0.119942197,0.163294798,0.150289017,0.125722543,0.147398844,10408,30,52.1,682,2.1,43.7,10408,30,52.1,682,2.1,43.7,10408,30,52.1,682,2.1,43.7,10408,30,52.1,682,2.1,43.7
60,2062,0.005235602,0.013089005,0.295811518,0.183246073,0.041884817,0,0.120418848,0,0,0.023560209,0,0,0,0.195380774,0.076576577,0.135281385,0.254357298,0.110596708,0.326190476,430,0.972093023,0.018604651,0.004651163,0,0.018604651,0,0.004651163,0.560465116,0.439534884,0.065116279,0.106976744,0.065116279,0.137209302,0.206976744,0.144186047,0.113953488,0.125581395,9908,25.8,53.1,405,2,43.1,9908,25.8,53.1,405,2,43.1,9908,25.8,53.1,405,2,43.1,9908,25.8,53.1,405,2,43.1
61,2063,0.002209131,0.010309278,0.310751105,0.152430044,0.047864507,0,0.172312224,0,0,0.025036819,0,0,0,0.166493776,0.084515366,0.146782842,0.208518519,0.108863198,0.233707865,1585,0.968454259,0.013249211,0.000630915,0.011356467,0.011987382,0,0.006309148,0.521135647,0.478864353,0.084542587,0.099053628,0.116719243,0.131861199,0.157097792,0.124290221,0.114826498,0.129968454,9759,27.9,49.8,1593,2.23,35.3,9759,27.9,49.8,1593,2.23,35.3,9759,27.9,49.8,1593,2.23,35.3,9759,27.9,49.8,1593,2.23,35.3
62,2064,0.005390836,0.013477089,0.35309973,0.245283019,0.043126685,0,0.078167116,0,0,0.032345013,0,0,0,0.156165312,0.083333333,0.147286822,0.18510929,0.155472637,0.156994048,409,0.960880196,0.004889976,0,0.009779951,0.004889976,0,0.024449878,0.508557457,0.491442543,0.031784841,0.102689487,0.092909535,0.117359413,0.185819071,0.122249389,0.158924205,0.146699267,11029,33.9,53.9,411,2.16,39,11029,33.9,53.9,411,2.16,39,11029,33.9,53.9,411,2.16,39,11029,33.9,53.9,411,2.16,39
63,2065,0,0.015873016,0.337868481,0.285714286,0.020408163,0,0.117913832,0,0,0.052154195,0,0,0,0.137873754,0.035353535,0.117845118,0.169625247,0.076175869,0.210748792,481,0.997920998,0,0,0.002079002,0,0,0,0.53014553,0.46985447,0.068607069,0.103950104,0.079002079,0.164241164,0.187110187,0.135135135,0.126819127,0.112266112,11776,29.9,52,469,2.05,43.2,11776,29.9,52,469,2.05,43.2,11776,29.9,52,469,2.05,43.2,11776,29.9,52,469,2.05,43.2
64,2066,0.004504505,0.009009009,0.283783784,0.234234234,0.013513514,0,0.094594595,0,0,0.103603604,0,0,0,0.123076923,0.058641975,0.122916667,0.150793651,0.125,0.120689655,242,0.966942149,0.024793388,0,0.008264463,0.024793388,0,0,0.549586777,0.450413223,0.02892562,0.095041322,0.074380165,0.115702479,0.140495868,0.140495868,0.20661157,0.140495868,9650,24.6,56.7,231,2.16,36.5,9650,24.6,56.7,231,2.16,36.5,9650,24.6,56.7,231,2.16,36.5,9650,24.6,56.7,231,2.16,36.5
65,2067,0.001759015,0.012313105,0.277044855,0.178540018,0.038698329,0,0.131046614,0,0,0.057167986,0,0,0,0.151419256,0.02688172,0.131337648,0.201070336,0.130355846,0.175,1332,0.977477477,0.018018018,0,0.003753754,0.017267267,0,0.000750751,0.515765766,0.484234234,0.111861862,0.098348348,0.114114114,0.141141141,0.178678679,0.138888889,0.088588589,0.083333333,9208,28.2,46.9,1338,2.29,33.5,9208,28.2,46.9,1338,2.29,33.5,9208,28.2,46.9,1338,2.29,33.5,9208,28.2,46.9,1338,2.29,33.5
66,2068,0.009287926,0,0.269349845,0.13003096,0.145510836,0,0.117647059,0,0,0.06501548,0,0,0,0.122628726,0.164141414,0.112588652,0.119047619,0.082716049,0.171171171,367,0.980926431,0.008174387,0,0.010899183,0.008174387,0,0,0.544959128,0.455040872,0.08719346,0.114441417,0.125340599,0.147138965,0.185286104,0.098092643,0.103542234,0.10626703,11471,25,48.2,375,2.14,40.6,11471,25,48.2,375,2.14,40.6,11471,25,48.2,375,2.14,40.6,11471,25,48.2,375,2.14,40.6
67,2069,0.002631348,0.007016928,0.213665468,0.2252434,0.051486712,0,0.155161828,0,0,0.045873169,0,0,0,0.124769395,0.073622671,0.127357743,0.141804579,0.076009911,0.176746907,15476,0.888601706,0.065908503,0.003489274,0.007301628,0.064357715,0.000193849,0.03450504,0.505169294,0.494830706,0.154044973,0.113853709,0.132333936,0.158955803,0.152752649,0.09996123,0.070883949,0.062548462,9977.365702,29.55,41.93329449,15447,2.673228459,24.62119505,9977.365702,29.55,41.93329449,15447,2.673228459,24.62119505,9977.365702,29.55,41.93329449,15447,2.673228459,24.62119505,9977.365702,29.55,41.93329449,15447,2.673228459,24.62119505
68,2070,0.016085791,0.013404826,0.554959786,0.096514745,0.034852547,0,0.053619303,0,0,0.042895442,0,0,0,0.111858974,0.04964539,0.137962963,0.116531165,0.096371882,0.1320059,480,0.9,0.08125,0,0,0.08125,0,0.01875,0.5375,0.4625,0.102083333,0.083333333,0.097916667,0.11875,0.147916667,0.079166667,0.15625,0.1625,9631,25.8,50.2,460,2.08,44.8,9631,25.8,50.2,460,2.08,44.8,9631,25.8,50.2,460,2.08,44.8,9631,25.8,50.2,460,2.08,44.8
69,2071,0.006815969,0.004868549,0.322297955,0.240506329,0.020447907,0,0.154819864,0,0,0.025316456,0,0,0,0.131123059,0.047202797,0.098275862,0.184405941,0.099468489,0.166038526,1242,0.943639291,0.028985507,0,0.002415459,0.028985507,0,0.024959742,0.504830918,0.495169082,0.089371981,0.123188406,0.115942029,0.148148148,0.164251208,0.118357488,0.086956522,0.102254428,10635,28.6,47.8,1155,2.37,35.1,10635,28.6,47.8,1155,2.37,35.1,10635,28.6,47.8,1155,2.37,35.1,10635,28.6,47.8,1155,2.37,35.1
70,2072,0.004581152,0.015052356,0.254581152,0.143324607,0.033376963,0,0.131544503,0,0,0.056282723,0,0,0,0.205641492,0.052337398,0.183333333,0.276262626,0.147359455,0.272460938,1787,0.965864578,0.024062675,0,0.005595971,0.024062675,0,0.004476777,0.514829323,0.485170677,0.097369894,0.106323447,0.119753777,0.134303302,0.150531617,0.132064913,0.103525462,0.114157806,8351.519518,28.25,47.71613088,1742,2.24,39.07755454,8351.519518,28.25,47.71613088,1742,2.24,39.07755454,8351.519518,28.25,47.71613088,1742,2.24,39.07755454,8351.519518,28.25,47.71613088,1742,2.24,39.07755454
71,2073,0.007253886,0.008082902,0.24373057,0.165803109,0.040414508,0,0.160207254,0,0,0.081036269,0,0,0,0.152863745,0.048352436,0.143211048,0.202982955,0.081635876,0.230852351,6235,0.931996792,0.038171612,0.001924619,0.004971933,0.018123496,0,0.022935044,0.512750601,0.487249399,0.139695269,0.110344828,0.120288693,0.152044908,0.153969527,0.094627105,0.089334403,0.080513232,9172.859304,30.1,44.01798959,6148,2.381237801,32.82347105,9172.859304,30.1,44.01798959,6148,2.381237801,32.82347105,9172.859304,30.1,44.01798959,6148,2.381237801,32.82347105,9172.859304,30.1,44.01798959,6148,2.381237801,32.82347105
72,2074,0.006621392,0.007470289,0.25229202,0.172495756,0.04295416,0,0.14040747,0,0,0.056196944,0,0,0,0.127289562,0.060140562,0.12398167,0.15615337,0.083142639,0.177011741,7684,0.897579386,0.008328995,0.001691827,0.01418532,0.007548152,0,0.078214472,0.511582509,0.488417491,0.140031234,0.112701718,0.122982821,0.151483602,0.149921916,0.095913587,0.085502343,0.087064029,8761.686382,28.1,43.89433346,7659,2.55735344,29.83533098,8761.686382,28.1,43.89433346,7659,2.55735344,29.83533098,8761.686382,28.1,43.89433346,7659,2.55735344,29.83533098,8761.686382,28.1,43.89433346,7659,2.55735344,29.83533098
73,2075,0.003529412,0.005882353,0.277647059,0.275294118,0.046470588,0,0.135882353,0,0,0.048235294,0,0,0,0.123006536,0.08740942,0.108116481,0.14933695,0.092362128,0.158361486,2028,0.964497041,0.012327416,0.000493097,0.003944773,0.011341223,0,0.018737673,0.51183432,0.48816568,0.113412229,0.100098619,0.129191321,0.152859961,0.142011834,0.112426036,0.109960552,0.094674556,10416.65526,28.95,46.70493206,1987,2.483215903,29.6734776,10416.65526,28.95,46.70493206,1987,2.483215903,29.6734776,10416.65526,28.95,46.70493206,1987,2.483215903,29.6734776,10416.65526,28.95,46.70493206,1987,2.483215903,29.6734776
74,2076,0.006389776,0.009584665,0.332268371,0.21086262,0.028753994,0,0.137380192,0,0,0.009584665,0,0,0,0.15015361,0.063218391,0.118544601,0.190883191,0.102729885,0.204620462,346,1,0,0,0,0,0,0,0.502890173,0.497109827,0.057803468,0.115606936,0.080924855,0.115606936,0.196531792,0.141618497,0.104046243,0.144508671,10600,29.7,52.4,329,2.02,45.4,10600,29.7,52.4,329,2.02,45.4,10600,29.7,52.4,329,2.02,45.4,10600,29.7,52.4,329,2.02,45.4
75,2078,0.004489338,0.008978676,0.273849607,0.138047138,0.028058361,0,0.144781145,0,0,0.118967452,0,0,0,0.083086785,0.031931464,0.086956522,0.097310127,0.071846847,0.09667756,1094,0.941499086,0.031992687,0.007312614,0.009140768,0.031078611,0,0.010054845,0.526508227,0.473491773,0.108775137,0.114259598,0.101462523,0.134369287,0.170018282,0.106946984,0.096892139,0.119744059,8975,25.1,47.5,1100,2.39,34.8,8975,25.1,47.5,1100,2.39,34.8,8975,25.1,47.5,1100,2.39,34.8,8975,25.1,47.5,1100,2.39,34.8
76,2079,0.006056288,0.007837549,0.242607766,0.130388315,0.027787674,0,0.099038119,0,0,0.190951193,0,0,0,0.112481175,0.047076689,0.097158218,0.152532391,0.073374878,0.15376677,4027,0.823441768,0.136329774,0.001986591,0.012912838,0.111000745,0,0.025329029,0.505090638,0.494909362,0.13409486,0.114725602,0.127390117,0.160665508,0.151725851,0.09312143,0.08070524,0.084926744,9069.909339,26.7,44.03135992,4037,2.614738667,24.92613327,9069.909339,26.7,44.03135992,4037,2.614738667,24.92613327,9069.909339,26.7,44.03135992,4037,2.614738667,24.92613327,9069.909339,26.7,44.03135992,4037,2.614738667,24.92613327
77,2080,0,0.012048193,0.28313253,0.186746988,0.032128514,0,0.156626506,0,0,0.044176707,0,0,0,0.150985663,0.088235294,0.125313283,0.186170213,0.122996795,0.18648374,583,0.926243568,0.037735849,0,0.005145798,0.036020583,0,0.030874786,0.521440823,0.478559177,0.075471698,0.102915952,0.109777015,0.135506003,0.171526587,0.114922813,0.104631218,0.142367067,10961,30.2,51,570,2.27,41,10961,30.2,51,570,2.27,41,10961,30.2,51,570,2.27,41,10961,30.2,51,570,2.27,41
78,2081,0.007107321,0.012847849,0.211524794,0.200918485,0.044448089,0,0.15532229,0,0,0.066590126,0,0,0,0.120558853,0.071743361,0.123672734,0.137971812,0.077112539,0.165420185,25184,0.889731576,0.080527319,0.001628018,0.016002224,0.051858323,0.000198539,0.011912325,0.494599746,0.505400254,0.157401525,0.118448221,0.13929479,0.156051461,0.146323062,0.093233799,0.069766518,0.062539708,9946.066405,27.1,41.48424383,24968,2.774403236,24.3967158,9946.066405,27.1,41.48424383,24968,2.774403236,24.3967158,9946.066405,27.1,41.48424383,24968,2.774403236,24.3967158,9946.066405,27.1,41.48424383,24968,2.774403236,24.3967158
79,2082,0,0,0.346938776,0.163265306,0.071428571,0,0.112244898,0,0,0.12244898,0,0,0,0.121212121,0,0.087301587,0.158119658,0.138888889,0.095679012,109,0.963302752,0.018348624,0,0.018348624,0.018348624,0,0,0.596330275,0.403669725,0.055045872,0.073394495,0.100917431,0.128440367,0.23853211,0.165137615,0.073394495,0.137614679,10966,32.1,51.4,131,1.83,50.5,10966,32.1,51.4,131,1.83,50.5,10966,32.1,51.4,131,1.83,50.5,10966,32.1,51.4,131,1.83,50.5
80,2083,0,0,0.421052632,0.253588517,0.038277512,0,0.138755981,0,0,0.009569378,0,0,0,0.114666667,0.019230769,0.093537415,0.150793651,0.039156627,0.263888889,224,0.986607143,0.004464286,0,0.004464286,0.004464286,0,0.004464286,0.607142857,0.392857143,0.040178571,0.098214286,0.107142857,0.066964286,0.165178571,0.178571429,0.160714286,0.15625,10425,27.7,56.5,221,2.01,44.6,10425,27.7,56.5,221,2.01,44.6,10425,27.7,56.5,221,2.01,44.6,10425,27.7,56.5,221,2.01,44.6
81,2084,0.006711409,0.020134228,0.238255034,0.157718121,0.05033557,0,0.154362416,0,0,0.033557047,0,0,0,0.272727273,0.163194444,0.245689655,0.305774278,0.20523416,0.365530303,338,0.970414201,0.017751479,0,0.00887574,0.017751479,0,0.00295858,0.51183432,0.48816568,0.076923077,0.085798817,0.097633136,0.094674556,0.236686391,0.133136095,0.118343195,0.130177515,9060,28.8,52.8,327,1.85,48.6,9060,28.8,52.8,327,1.85,48.6,9060,28.8,52.8,327,1.85,48.6,9060,28.8,52.8,327,1.85,48.6
82,2085,0.006535948,0.019607843,0.336601307,0.274509804,0.019607843,0,0.088235294,0,0,0.009803922,0,0,0,0.106135987,0.048611111,0.083333333,0.130434783,0.045454545,0.179487179,337,0.976261128,0.005934718,0,0.002967359,0.005934718,0,0.014836795,0.522255193,0.477744807,0.06231454,0.106824926,0.086053412,0.100890208,0.195845697,0.163204748,0.097922849,0.163204748,10819,27.2,52.6,331,2.06,42.9,10819,27.2,52.6,331,2.06,42.9,10819,27.2,52.6,331,2.06,42.9,10819,27.2,52.6,331,2.06,42.9
83,2086,0.004185852,0.005441607,0.314776057,0.176224362,0.025952281,0,0.088321473,0,0,0.037254081,0,0,0,0.196928328,0.106391586,0.181295201,0.232269504,0.170759866,0.227893691,2657,0.991343621,0.004892736,0.000376364,0.00263455,0.004892736,0,0.000752729,0.517500941,0.482499059,0.073391043,0.087692887,0.084681972,0.12457659,0.153933007,0.130598419,0.141512985,0.168234851,9179.593907,27,53.62556884,2593,2.099147705,41.8266101,9179.593907,27,53.62556884,2593,2.099147705,41.8266101,9179.593907,27,53.62556884,2593,2.099147705,41.8266101,9179.593907,27,53.62556884,2593,2.099147705,41.8266101
84,2901,0.004553734,0.010018215,0.245446266,0.180327869,0.034153005,0,0.149817851,0,0,0.027777778,0,0,0,0.134259259,0.070411392,0.141714422,0.153307888,0.073051948,0.198820396,2797,0.966750089,0.016088666,0.000357526,0.004290311,0.012513407,0,0.012513407,0.506971755,0.493028245,0.157668931,0.109760458,0.117268502,0.154808724,0.148730783,0.093314265,0.086521273,0.072220236,9205.57781,26.1,43.06224784,2776,2.676541787,25.84524496,9205.57781,26.1,43.06224784,2776,2.676541787,25.84524496,9205.57781,26.1,43.06224784,2776,2.676541787,25.84524496,9205.57781,26.1,43.06224784,2776,2.676541787,25.84524496
85,3001,0,0.005934718,0.115727003,0.243323442,0.029673591,0,0.127596439,0,0,0.240356083,0,0,0,0.044444444,0.021929825,0.073484848,0.03341195,0.037326389,0.052579365,632,0.60443038,0.382911392,0,0.007911392,0.371835443,0.001582278,0.003164557,0.514240506,0.485759494,0.063291139,0.080696203,0.082278481,0.123417722,0.178797468,0.166139241,0.183544304,0.098101266,11127,35.2,53.6,610,2.14,36.5,11127,35.2,53.6,610,2.14,36.5,11127,35.2,53.6,610,2.14,36.5,11127,35.2,53.6,610,2.14,36.5
86,3002,0.003014525,0.00712524,0.188818854,0.164702658,0.059468347,0,0.140038367,0,0,0.122225267,0,0,0,0.119261157,0.068554131,0.116895346,0.138103651,0.112199747,0.126515152,4758,0.922446406,0.038041194,0.003783102,0.0098781,0.030685162,0,0.025851198,0.495376208,0.504623792,0.146700294,0.106767549,0.11937789,0.162042875,0.160151324,0.1086591,0.081757041,0.064943253,9720.281002,27.5,43.86981211,4790,2.592382046,26.51853862,9720.281002,27.5,43.86981211,4790,2.592382046,26.51853862,9720.281002,27.5,43.86981211,4790,2.592382046,26.51853862,9720.281002,27.5,43.86981211,4790,2.592382046,26.51853862
