"municipio","Votosenblanco","Votosnulos","PSOE","PP","Cs","ERC","VOX","JUNTS","PNV","PODEMOS_IU","EH_Bildu","BNG","CUP","atur","aturhomesmenors24","aturhomes25_44","aturhomesmes45","aturdonesmenors24","aturdones25_44","aturdonesmajors45","aturagricultura","aturindustria","aturconstruccio","aturserveis","americana","asiatica","europeossinespanyoles","totalpoblacion","españoles","totalunioneuropea","ambosexostotalamericana","totaloceaniayapatridas","totalhombres","totalextranjeros","totalafrica","totalasia","totalmujeres","mujeresespanyolas","hombresespanyoles","menores","edad20_29","edad30_39","edad40_49","edad50_59","edad60_69","edad70_79","mayores80"
14032,0,9,122,91,25,0,42,0,0,11,0,0,0,74,3,8,10,4,16,33,0,0,36,37,7,0,2,461,450,2,7,0,236,11,2,0,225,219,231,43,53,44,59,84,66,41,51
14033,8,19,384,123,78,0,146,0,0,97,0,0,0,116,4,22,19,10,43,18,7,6,10,89,10,0,2,1583,1569,2,10,0,794,14,2,0,789,780,789,266,192,279,244,234,136,94,71
14034,1,7,78,72,19,0,28,0,0,14,0,0,0,22,5,4,5,NA,4,4,2,0,2,18,0,0,2,355,353,0,0,0,185,2,0,0,170,169,184,42,30,33,50,39,45,47,57
14035,35,59,1481,1230,235,0,794,0,0,209,0,0,0,822,28,93,127,32,210,332,44,43,100,563,18,7,34,6788,6722,33,18,0,3328,66,7,7,3460,3420,3302,783,767,789,885,1058,825,673,691
14036,39,64,1168,354,181,0,371,0,0,387,0,0,0,303,18,49,74,20,82,60,63,15,122,93,19,5,65,4497,4402,58,19,0,2239,95,6,5,2258,2210,2192,616,552,610,613,750,500,311,304
14037,22,75,973,483,136,0,362,0,0,153,0,0,0,173,11,37,41,9,52,23,32,12,11,111,7,3,491,4261,3650,490,7,0,2133,611,110,3,2128,1834,1816,412,502,451,529,682,616,491,379
14038,242,371,5950,4915,2120,0,7200,0,0,2103,0,0,0,4205,232,635,752,222,1299,1065,428,899,196,2306,421,95,813,42605,40880,763,421,1,21251,1725,395,95,21354,20515,20365,7280,5254,5926,7031,6037,3930,2704,1934
14039,29,57,800,416,104,0,262,0,0,153,0,0,0,160,11,13,45,12,47,32,23,12,13,107,2,0,52,2994,2934,41,2,1,1503,60,5,0,1491,1459,1475,314,404,289,391,540,330,254,306
14040,53,60,696,441,185,0,275,0,0,1160,0,0,0,137,15,32,24,11,37,18,35,14,6,66,16,4,12,4489,4447,12,16,0,2219,42,10,4,2270,2243,2204,639,394,572,700,710,482,414,353
14041,43,74,668,242,136,0,237,0,0,802,0,0,0,237,16,47,53,16,77,28,41,20,31,125,10,0,91,3855,3735,90,10,0,1938,120,19,0,1917,1854,1881,528,439,478,575,602,409,336,286
14042,206,274,5267,2632,1158,0,1545,0,0,2406,0,0,0,1853,80,233,322,87,512,619,225,225,114,1117,85,18,393,22859,22277,381,85,1,11353,582,85,18,11506,11182,11095,3080,2695,2784,3488,3585,2548,1886,1553
14043,63,112,2437,870,377,0,908,0,0,495,0,0,0,706,24,109,171,53,181,168,136,61,90,370,11,18,224,9364,9093,213,11,1,4616,271,17,18,4748,4610,4483,1470,1110,1229,1412,1341,950,707,608
14044,10,22,586,158,84,0,206,0,0,87,0,0,0,104,6,10,23,9,35,21,22,10,8,52,2,0,12,1958,1933,9,2,0,967,25,11,0,991,976,957,268,238,264,281,323,175,145,146
14045,30,42,1230,385,150,0,325,0,0,132,0,0,0,221,19,31,52,18,75,26,33,14,38,117,8,4,21,3717,3681,17,8,0,1866,36,3,4,1851,1832,1849,559,480,448,555,612,366,260,219
14046,34,93,1202,290,150,0,305,0,0,1169,0,0,0,210,15,33,51,16,64,31,58,11,26,94,7,4,26,5379,5336,19,7,0,2732,43,6,4,2647,2619,2717,762,663,756,769,863,541,401,353
14047,14,15,456,218,108,0,259,0,0,116,0,0,0,213,9,34,51,13,56,50,24,10,26,139,5,0,43,2011,1957,39,5,0,1048,54,6,0,963,944,1013,295,246,302,368,278,205,124,94
14048,4,17,450,132,57,0,116,0,0,71,0,0,0,74,6,11,17,10,19,11,15,3,2,42,8,0,28,1478,1429,24,8,0,748,49,13,0,730,704,725,204,176,185,218,215,156,120,122
14049,145,238,4553,2188,914,0,1640,0,0,1624,0,0,0,1459,84,235,267,104,423,346,334,96,131,780,82,36,1030,21064,19851,881,82,0,10456,1213,65,36,10608,10031,9820,3206,2485,2854,3322,3125,2158,1607,1123
14050,20,54,553,381,102,0,244,0,0,394,0,0,0,221,13,32,43,14,59,60,41,10,20,135,6,14,4,2837,2808,3,6,1,1435,29,4,14,1402,1387,1421,389,314,365,436,445,330,209,198
14051,7,24,477,266,48,0,104,0,0,44,0,0,0,128,7,13,27,14,27,40,7,1,17,91,2,0,6,1516,1508,6,2,0,738,8,0,0,778,772,736,132,181,164,156,246,193,153,229
14052,79,101,2016,1160,370,0,1236,0,0,551,0,0,0,1399,73,237,239,82,385,383,57,67,217,873,27,22,61,10695,10564,58,27,2,5180,131,19,22,5515,5437,5127,1244,1208,1391,1334,1687,1404,1009,901
14053,92,86,1707,777,233,0,462,0,0,607,0,0,0,570,26,90,119,35,149,151,102,33,48,351,25,9,73,7325,7200,69,25,0,3635,125,18,9,3690,3621,3579,1106,857,933,1033,1234,735,575,468
14054,105,299,3638,3229,797,0,1316,0,0,955,0,0,0,1501,71,192,265,87,397,489,122,164,189,881,60,46,363,17210,16622,347,60,0,8371,588,119,46,8839,8534,8088,2472,2048,2185,2519,2821,1880,1208,1122
14055,192,256,4049,2913,1155,0,3119,0,0,1126,0,0,0,1637,73,252,316,106,419,471,182,219,116,966,99,37,156,22408,21986,146,99,0,10929,422,130,37,11479,11249,10737,3055,2687,2625,3303,3609,2310,1881,1716
14056,177,356,5977,2846,1379,0,3190,0,0,1620,0,0,0,2779,129,389,489,181,881,710,454,339,194,1458,238,102,457,30048,28760,199,238,22,14938,1288,469,102,15110,14531,14229,4666,3858,3985,4360,4616,3017,2154,1703
14057,59,66,1758,1007,366,0,467,0,0,998,0,0,0,424,26,66,80,23,140,89,61,70,27,227,29,6,121,7493,7323,120,29,0,3713,170,14,6,3780,3672,3651,1042,874,1061,1129,1170,811,520,490
14058,69,117,1912,1207,489,0,1003,0,0,562,0,0,0,514,39,70,120,37,144,104,115,62,42,251,68,15,211,9845,9415,204,68,1,4892,430,135,15,4953,4773,4642,1418,1099,1201,1428,1571,960,798,844
14059,11,6,211,136,26,0,99,0,0,35,0,0,0,46,2,9,14,1,15,5,6,NA,7,28,1,0,2,808,804,1,1,0,406,4,1,0,402,399,405,101,92,107,112,108,91,87,76
14060,41,73,1066,454,232,0,501,0,0,289,0,0,0,257,11,43,51,24,96,32,58,33,18,130,11,5,51,4629,4523,48,11,0,2327,106,39,5,2302,2246,2277,704,525,710,650,611,526,369,267
14061,1,13,268,96,28,0,72,0,0,56,0,0,0,68,3,8,15,2,18,22,4,1,20,40,1,0,6,755,748,6,1,0,383,7,0,0,372,369,379,46,69,61,73,130,106,96,148
14062,2,7,347,215,30,0,62,0,0,35,0,0,0,85,2,11,21,6,22,23,2,NA,11,70,0,0,6,1059,1053,6,0,0,519,6,0,0,540,537,516,77,115,84,133,185,140,148,141
14063,8,12,307,203,48,0,114,0,0,34,0,0,0,25,1,7,3,3,8,3,4,2,2,16,2,0,8,1131,1115,7,2,0,562,16,6,0,569,561,554,101,133,104,155,184,145,144,132
14064,6,3,96,56,9,0,35,0,0,4,0,0,0,38,2,9,3,5,7,12,0,NA,26,11,4,0,3,356,349,3,4,0,168,7,0,0,188,183,166,38,34,27,40,49,65,42,41
14065,13,22,508,313,102,0,202,0,0,193,0,0,0,155,12,22,34,10,50,27,15,4,23,92,10,1,9,2271,2247,8,10,0,1131,24,4,1,1140,1121,1126,363,228,306,382,306,237,164,165
14066,59,81,1299,737,329,0,580,0,0,958,0,0,0,569,27,80,111,26,166,159,79,118,28,302,19,8,41,7104,7030,32,19,0,3527,74,6,8,3577,3536,3494,1090,853,931,1043,1062,780,534,402
14067,42,63,916,691,186,0,538,0,0,392,0,0,0,443,27,54,87,25,152,98,44,51,38,280,12,4,17,4871,4834,16,12,0,2486,37,4,4,2385,2362,2472,860,508,737,874,671,446,297,243
14068,3,10,182,62,30,0,46,0,0,50,0,0,0,77,3,11,22,6,18,17,3,5,5,62,4,0,43,619,569,43,4,0,301,50,3,0,318,294,275,50,61,59,96,91,77,75,90
14069,69,100,2428,1298,217,0,530,0,0,414,0,0,0,562,31,77,132,43,147,132,91,32,44,339,10,10,103,8729,8600,102,10,0,4331,129,6,10,4398,4335,4265,1030,1002,1121,1159,1371,987,774,843
14070,4,9,345,336,55,0,123,0,0,38,0,0,0,117,6,13,27,3,27,41,7,3,39,66,7,0,4,1461,1445,4,7,0,743,16,5,0,718,711,734,140,156,134,171,223,188,196,198
14071,5,11,235,105,31,0,118,0,0,42,0,0,0,110,2,11,15,5,30,47,9,4,9,79,5,0,10,1046,1030,6,5,0,513,16,1,0,533,522,508,126,98,115,127,182,126,90,137
14072,6,12,375,98,64,0,53,0,0,81,0,0,0,57,5,10,9,4,17,12,10,3,4,37,5,0,7,1131,1117,7,5,0,569,14,2,0,562,556,561,107,102,133,133,167,167,127,166
14073,33,54,890,262,110,0,306,0,0,259,0,0,0,288,9,39,65,17,74,84,58,12,40,150,21,0,14,3229,3190,14,21,0,1663,39,4,0,1566,1537,1653,354,321,377,452,481,414,350,336
14074,17,32,881,400,109,0,158,0,0,168,0,0,0,199,13,28,39,12,59,48,19,7,12,142,11,0,7,2536,2518,7,11,0,1265,18,0,0,1271,1256,1262,241,319,284,274,444,307,240,304
14075,5,22,203,70,18,0,44,0,0,46,0,0,0,26,2,3,9,3,5,4,2,4,3,16,2,1,13,641,624,13,2,0,328,17,1,1,313,306,318,60,66,44,105,117,72,74,79
15001,45,47,817,1121,170,0,278,0,0,50,0,226,0,224,8,31,60,2,50,73,6,32,16,157,24,0,33,5406,5347,28,24,0,2655,59,2,0,2751,2714,2633,562,354,608,853,792,774,618,634
15002,183,185,4553,4200,984,0,1403,0,0,457,0,1797,0,1818,36,288,395,55,535,509,24,108,118,1399,1015,47,479,31793,30167,431,1015,2,15236,1626,83,47,16557,15636,14531,5487,2917,4562,6870,4932,2669,1616,1054
15003,9,9,312,479,27,0,54,0,0,3,0,72,0,49,0,5,23,1,10,10,6,2,2,36,9,0,4,1849,1832,4,9,0,964,17,4,0,885,874,958,121,127,197,216,289,287,290,297
15004,38,41,1080,918,127,0,240,0,0,76,0,320,0,375,9,50,102,7,95,112,10,33,48,257,39,13,36,5732,5612,32,39,0,2825,120,32,13,2907,2842,2770,653,462,646,1003,872,778,639,471
15005,226,230,4701,3813,721,0,1505,0,0,406,0,1160,0,2016,44,348,460,50,485,629,24,275,205,1368,672,35,471,32262,30662,422,672,3,15976,1600,419,35,16286,15470,15192,4913,2885,4791,6542,4720,3332,2179,1451
15006,44,48,786,1151,128,0,183,0,0,45,0,380,0,248,6,32,63,5,62,80,15,30,24,164,65,10,139,6041,5816,128,65,0,3012,225,11,10,3029,2931,2885,568,472,740,769,983,829,730,734
15007,24,21,707,856,47,0,127,0,0,10,0,162,0,192,0,24,76,3,48,41,14,22,31,116,4,0,6,3450,3438,6,4,0,1628,12,2,0,1822,1814,1624,238,248,329,447,497,530,561,505
15008,52,23,1095,1289,210,0,415,0,0,87,0,285,0,341,8,46,105,6,63,113,6,25,26,260,68,1,62,6633,6495,60,68,0,3232,138,7,1,3401,3327,3168,726,489,694,1013,1034,1018,798,590
15009,101,112,2313,2159,325,0,570,0,0,121,0,631,0,768,19,108,190,21,199,231,20,65,65,553,306,16,185,12959,12390,172,306,0,6155,569,62,16,6804,6500,5890,1579,1042,1619,2230,2019,1579,1243,1124
15010,19,16,304,460,22,0,52,0,0,8,0,108,0,77,2,8,26,1,17,23,6,8,10,52,13,0,7,1985,1944,7,13,0,1003,41,21,0,982,959,985,103,165,170,239,371,259,239,391
15011,78,142,2746,2919,492,0,977,0,0,184,0,990,0,1001,39,157,201,37,288,279,30,207,83,616,209,23,140,18838,18419,129,209,1,9177,419,46,23,9661,9429,8990,2481,1775,2514,3306,2696,2135,1753,1264
15012,20,62,611,1076,114,0,207,0,0,23,0,153,0,160,4,21,39,1,53,42,6,11,10,127,20,2,34,4220,4156,33,20,0,2091,64,8,2,2129,2097,2059,485,401,527,659,644,536,406,402
15013,35,49,1127,1313,215,0,327,0,0,92,0,406,0,371,9,42,109,10,102,99,5,38,30,267,77,5,87,7837,7661,81,77,0,3773,176,7,5,4064,3967,3694,1205,640,1048,1478,1091,867,615,557
15014,27,33,512,836,118,0,205,0,0,16,0,213,0,248,10,23,60,4,57,94,5,61,32,135,11,0,9,4248,4227,6,11,0,2054,21,1,0,2194,2181,2046,319,329,467,496,671,727,607,490
15015,26,24,515,553,66,0,147,0,0,32,0,193,0,183,3,28,63,3,35,51,3,21,18,124,19,7,25,3281,3230,22,19,0,1606,51,0,7,1675,1650,1580,303,240,295,520,553,468,385,408
15016,16,42,1201,797,74,0,264,0,0,17,0,187,0,346,13,36,66,10,88,133,25,34,37,227,22,9,24,5272,5177,21,22,0,2577,95,40,9,2695,2646,2531,523,468,577,707,818,805,661,531
15017,195,153,4279,3064,766,0,1280,0,0,363,0,1046,0,1416,44,197,349,34,304,488,19,158,100,1038,537,39,276,24648,23755,256,537,0,12024,893,41,39,12624,12128,11627,3361,2238,3082,4681,4277,2691,1787,1256
15018,13,10,269,169,20,0,28,0,0,4,0,80,0,42,1,6,19,0,7,9,1,8,6,25,7,0,10,1232,1214,10,7,0,612,18,1,0,620,612,602,97,75,142,196,179,187,151,153
15019,207,194,4723,4411,779,0,1444,0,0,211,0,2229,0,2274,60,305,504,70,544,791,49,505,344,1220,329,48,202,31349,30692,182,329,0,15342,657,78,48,16007,15673,15019,4141,2639,4248,5227,4579,3758,3074,2424
15020,19,9,746,714,70,0,123,0,0,29,0,291,0,200,5,24,55,1,30,85,14,32,27,120,21,0,17,3957,3919,15,21,0,1871,38,0,0,2086,2062,1857,287,257,403,483,582,652,632,551
15021,58,51,1103,1035,162,0,263,0,0,62,0,303,0,287,6,43,71,9,81,77,9,51,24,183,111,9,80,6408,6198,71,111,0,3151,210,10,9,3257,3149,3049,850,494,904,1141,864,725,648,510
15022,47,36,1007,1031,107,0,294,0,0,42,0,554,0,330,4,49,76,3,96,102,24,31,22,229,78,9,194,6640,6305,192,78,3,3292,335,51,9,3348,3199,3106,676,542,757,974,1036,901,819,704
15023,34,53,1427,1133,157,0,339,0,0,54,0,387,0,513,11,62,123,9,148,160,15,60,42,364,87,23,50,7546,7379,48,87,1,3605,167,6,23,3941,3847,3532,938,669,936,1225,1117,930,844,616
15024,44,69,933,986,83,0,265,0,0,20,0,245,0,213,11,34,43,7,52,66,5,32,34,133,28,1,78,5001,4893,78,28,0,2457,108,1,1,2544,2506,2387,491,391,635,798,700,654,622,560
15025,6,12,168,211,9,0,31,0,0,3,0,47,0,49,2,7,21,NA,11,8,13,4,5,24,2,0,33,1113,1078,33,2,0,547,35,0,0,566,551,527,78,81,121,151,162,149,181,166
15027,23,19,317,449,62,0,110,0,0,8,0,65,0,80,2,9,22,3,23,21,3,10,3,59,10,0,16,1824,1795,16,10,0,906,29,3,0,918,901,894,215,121,211,307,243,222,245,211
15028,4,8,314,201,34,0,47,0,0,20,0,166,0,99,1,15,28,2,24,29,1,10,9,74,5,0,13,1589,1568,12,5,0,769,21,3,0,820,805,763,149,152,154,244,285,234,172,130
15029,46,32,925,1166,96,0,285,0,0,27,0,269,0,422,6,48,133,9,75,151,20,101,93,179,24,0,11,6074,6028,10,24,0,2895,46,11,0,3179,3150,2878,530,426,616,790,944,991,815,758
15030,1540,1021,43374,37484,6882,0,11075,0,0,3488,0,11352,0,16592,403,2855,4012,451,3858,5013,238,1179,1113,12352,6911,862,3355,245711,232786,2846,6911,15,113900,12925,1782,862,131811,125106,107680,30036,21204,31987,41937,35021,30466,25840,19642
15031,207,159,5685,3429,948,0,1449,0,0,447,0,1273,0,1827,51,285,418,39,444,590,15,181,148,1327,758,62,357,30402,29141,301,758,3,14685,1261,81,62,15717,15017,14124,4740,2659,3711,6096,4818,3116,2304,1478
15032,12,46,523,1033,75,0,174,0,0,32,0,188,0,182,4,24,42,4,52,56,9,19,19,126,42,5,36,3983,3883,32,42,0,1981,100,17,5,2002,1938,1945,404,334,530,567,626,546,398,422
15033,6,18,474,567,55,0,117,0,0,18,0,233,0,178,5,25,47,5,33,63,10,35,13,111,3,0,2,2768,2762,2,3,0,1344,6,1,0,1424,1421,1341,295,217,340,390,410,370,343,301
15034,15,20,820,367,38,0,115,0,0,15,0,101,0,228,8,20,40,3,61,96,5,21,17,177,10,1,13,2983,2959,12,10,0,1434,24,0,1,1549,1539,1420,217,307,317,430,413,464,410,333
15035,104,91,2320,1607,257,0,431,0,0,130,0,959,0,782,17,138,210,10,165,242,17,76,83,537,77,9,67,12944,12780,62,77,1,6170,164,10,9,6774,6686,6094,1350,959,1423,2123,1991,1813,1629,1198
15036,501,312,11287,10274,1509,0,3152,0,0,708,0,2443,0,4993,129,868,1182,118,1136,1560,181,354,436,3411,833,123,441,66065,64375,379,833,11,31027,1690,282,123,35038,34130,30245,7002,5480,7423,9918,10109,9487,7696,6282
15037,10,26,658,766,101,0,223,0,0,28,0,224,0,342,8,51,61,11,85,126,22,16,21,264,32,6,58,4708,4567,55,32,0,2380,141,45,6,2328,2269,2298,466,445,552,703,758,672,583,332
15038,12,16,388,544,29,0,83,0,0,11,0,133,0,88,2,11,34,2,17,22,8,14,8,52,7,0,0,2339,2332,0,7,0,1162,7,0,0,1177,1173,1159,180,201,284,294,412,362,296,255
15039,9,17,204,378,24,0,49,0,0,7,0,55,0,50,1,8,20,2,9,10,3,2,4,37,1,0,6,1334,1325,6,1,0,663,9,2,0,671,665,660,82,85,129,178,205,217,216,185
15040,15,17,457,753,52,0,172,0,0,20,0,141,0,228,5,22,62,2,52,85,9,34,25,143,6,6,6,3016,2983,6,6,0,1515,33,15,6,1501,1492,1491,271,239,337,418,468,489,410,282
15041,104,93,1805,2394,237,0,410,0,0,77,0,502,0,615,17,78,139,16,148,217,13,117,58,392,80,11,91,11347,11112,89,80,1,5591,235,52,11,5756,5631,5481,1366,883,1474,1959,1624,1395,1274,993
15042,11,26,473,765,67,0,160,0,0,32,0,144,0,150,6,28,47,3,34,32,9,25,21,85,10,2,9,3338,3317,8,10,0,1647,21,0,2,1691,1681,1636,341,255,391,481,444,465,435,391
15043,27,67,948,1049,125,0,222,0,0,38,0,362,0,279,7,32,63,1,51,125,12,89,20,145,29,5,8,5391,5320,7,29,0,2631,71,29,5,2760,2723,2597,354,414,554,723,921,836,799,625
15044,7,18,224,365,18,0,46,0,0,5,0,50,0,64,NA,10,20,2,14,18,4,6,4,50,14,0,31,1356,1310,30,14,0,665,46,1,0,691,673,637,95,106,131,152,216,210,179,242
15045,15,13,475,922,78,0,163,0,0,15,0,241,0,149,2,19,54,1,38,35,16,14,43,73,4,0,7,3885,3874,7,4,0,1855,11,0,0,2030,2024,1850,245,326,433,448,593,632,591,504
15046,23,100,989,1595,117,0,300,0,0,36,0,428,0,393,8,50,95,9,101,130,35,42,29,258,85,8,112,7406,7126,107,85,0,3654,280,75,8,3752,3611,3515,885,658,944,1104,1111,905,787,727
15047,25,24,446,536,52,0,95,0,0,13,0,119,0,91,1,7,26,4,23,30,11,15,6,50,18,0,5,2530,2506,5,18,0,1260,24,1,0,1270,1256,1250,203,179,261,360,369,408,349,329
15048,40,43,1036,1050,151,0,316,0,0,69,0,229,0,326,6,57,82,9,69,103,5,25,35,235,135,9,68,6200,5976,61,135,0,3082,224,12,9,3118,2999,2977,838,442,877,1162,777,752,609,492
15049,7,5,121,340,17,0,34,0,0,3,0,191,0,41,1,7,13,2,7,11,3,7,2,29,5,0,23,1226,1197,22,5,0,586,29,1,0,640,627,570,96,81,145,157,168,186,170,187
15050,15,14,319,320,26,0,79,0,0,9,0,91,0,55,1,11,25,0,10,8,3,4,13,29,7,1,27,1932,1897,26,7,0,994,35,0,1,938,924,973,133,143,199,252,341,280,252,283
15051,47,33,975,752,97,0,185,0,0,71,0,267,0,339,8,58,80,4,91,98,10,38,29,234,30,4,17,5245,5190,17,30,0,2541,55,4,4,2704,2673,2517,544,352,632,858,795,770,590,532
15052,18,24,873,863,95,0,214,0,0,25,0,178,0,266,4,37,58,5,68,94,16,26,28,179,16,27,29,4657,4571,27,16,0,2260,86,14,27,2397,2366,2205,385,395,532,614,687,728,665,507
15053,44,43,1419,1407,163,0,256,0,0,83,0,581,0,417,4,50,105,3,83,172,27,66,45,254,41,4,19,8556,8474,17,41,0,4123,82,18,4,4433,4389,4085,750,719,948,1110,1323,1274,1150,945
15054,335,258,5892,4885,945,0,1835,0,0,453,0,1563,0,2544,66,387,502,69,728,792,54,272,206,1733,447,66,242,39080,38183,205,447,1,18904,897,141,66,20176,19677,18506,5676,2900,5655,7377,5540,4342,3383,2663
15055,50,67,922,705,101,0,209,0,0,45,0,264,0,306,6,64,69,9,65,93,6,37,34,203,25,5,16,5079,5030,15,25,1,2464,49,2,5,2615,2590,2440,470,371,623,772,730,742,669,536
15056,31,51,1180,1354,154,0,283,0,0,39,0,289,0,388,8,51,101,13,101,114,19,32,39,254,95,17,64,6827,6611,56,95,0,3302,216,40,17,3525,3412,3199,855,585,812,1226,929,768,733,643
15057,83,91,2239,2835,352,0,537,0,0,131,0,821,0,657,13,108,138,24,175,199,28,67,51,448,138,20,105,14263,13922,91,138,0,6839,341,78,20,7424,7248,6674,1631,1213,1795,2287,2155,1828,1596,1159
15058,261,152,5959,5875,1189,0,1833,0,0,544,0,1430,0,1770,37,297,426,31,402,577,30,144,132,1346,777,70,484,36075,34700,419,777,1,17381,1375,43,70,18694,17897,16803,5389,3062,4206,6472,5588,4299,3081,2204
15059,85,166,1809,2673,258,0,480,0,0,76,0,777,0,689,9,86,116,13,200,265,33,176,43,399,259,22,117,12674,12121,112,259,0,6190,553,155,22,6484,6189,5932,1708,994,1795,2134,1698,1605,1293,941
15060,58,66,1135,1320,182,0,351,0,0,69,0,411,0,385,10,55,65,11,105,139,13,45,31,255,114,10,175,7500,7160,170,114,0,3708,340,41,10,3792,3625,3535,1173,684,1116,1437,1175,693,453,403
15061,44,53,886,1278,114,0,249,0,0,39,0,297,0,329,9,53,92,8,78,89,17,40,33,220,44,5,118,5671,5501,107,44,0,2708,170,3,5,2963,2885,2616,385,407,553,742,873,896,787,902
15062,16,46,812,1350,159,0,222,0,0,60,0,409,0,253,9,28,80,1,50,85,13,31,38,158,52,1,18,6282,6211,17,52,0,3018,71,0,1,3264,3221,2990,498,448,647,878,871,1001,921,830
15064,20,11,491,518,52,0,115,0,0,22,0,104,0,96,2,13,31,1,23,26,1,21,10,58,10,1,16,2394,2367,14,10,0,1173,27,0,1,1221,1204,1163,207,136,262,331,391,348,329,322
15065,53,84,1334,1590,237,0,428,0,0,72,0,420,0,506,10,68,128,16,128,156,13,69,42,340,49,11,78,8384,8242,74,49,0,4030,142,4,11,4354,4285,3957,959,698,1140,1367,1246,1067,855,689
15066,29,51,621,1272,92,0,234,0,0,30,0,207,0,185,10,20,40,3,49,63,1,14,16,140,14,4,45,4641,4575,35,14,0,2333,66,3,4,2308,2270,2305,494,404,621,649,705,669,486,455
15067,43,47,1552,1421,212,0,410,0,0,95,0,510,0,450,10,71,101,6,127,135,15,65,29,316,50,16,52,9338,9205,49,50,0,4563,133,15,16,4775,4700,4505,1062,894,1117,1457,1565,1126,890,804
15068,54,39,945,897,153,0,236,0,0,23,0,330,0,271,5,36,68,7,69,86,12,59,34,144,13,18,41,5502,5408,39,13,0,2756,94,22,18,2746,2712,2696,487,397,647,732,842,843,734,658
15069,55,67,1409,1212,146,0,273,0,0,91,0,569,0,452,8,65,126,14,111,128,3,57,34,316,53,8,95,7777,7594,93,53,0,3711,183,27,8,4066,3971,3623,864,665,884,1173,1305,1054,837,687
15070,131,146,1705,1398,130,0,344,0,0,141,0,948,0,394,2,78,94,5,99,116,9,63,41,256,102,12,55,10138,9921,53,102,0,4934,217,48,12,5204,5088,4833,1035,759,1465,1528,1643,1626,943,838
15071,34,89,1352,1587,235,0,405,0,0,110,0,560,0,383,10,70,80,7,98,118,33,34,52,238,37,11,35,9171,9012,32,37,0,4562,159,76,11,4609,4531,4481,1065,847,1102,1315,1398,1216,1029,828
15072,48,76,1783,1666,229,0,514,0,0,73,0,1006,0,634,25,110,128,15,172,184,18,164,67,351,32,5,42,11033,10949,40,32,0,5395,84,5,5,5638,5587,5362,1300,992,1377,1740,1584,1445,1183,972
15073,126,188,3074,4241,665,0,1747,0,0,259,0,1072,0,1289,34,211,223,30,350,441,61,148,62,931,358,51,169,26886,25856,146,358,2,13263,1030,450,51,13623,13133,12723,3609,2787,3365,4551,4072,2983,2425,1802
15074,23,40,605,1161,98,0,228,0,0,31,0,218,0,211,3,26,46,1,65,70,1,33,20,140,10,0,7,4512,4488,7,10,0,2144,24,7,0,2368,2352,2136,487,374,546,699,662,615,513,478
15075,129,114,2491,2502,503,0,878,0,0,183,0,698,0,927,25,158,221,18,202,303,14,93,69,682,474,18,247,15841,15040,218,474,0,7741,801,62,18,8100,7665,7375,2088,1211,1975,2746,2404,1997,1580,1203
15076,25,22,380,498,46,0,112,0,0,17,0,319,0,139,2,18,37,4,29,49,12,14,20,80,9,0,16,2822,2796,16,9,0,1396,26,1,0,1426,1414,1382,262,170,337,401,409,471,324,377
15077,61,75,1192,2257,198,0,440,0,0,37,0,326,0,447,9,52,109,12,112,153,21,59,72,261,94,6,44,9426,9229,34,94,0,4553,197,53,6,4873,4749,4480,941,798,1111,1380,1281,1381,1194,996
15078,569,510,15475,17121,2613,0,3434,0,0,1375,0,7062,0,5427,123,1081,1190,149,1434,1450,66,296,343,4224,2061,516,1703,97260,92650,1562,2061,10,45179,4610,320,516,52081,49554,43096,12663,9113,13084,16225,14510,12378,8731,6746
15079,8,19,232,396,36,0,52,0,0,5,0,77,0,75,1,8,26,4,12,24,3,12,12,44,12,0,5,1584,1567,5,12,0,816,17,0,0,768,761,806,87,128,141,195,266,208,252,266
15080,11,17,332,419,31,0,62,0,0,5,0,66,0,55,1,5,22,2,13,12,1,9,6,35,10,0,3,1758,1744,2,10,0,909,14,1,0,849,841,903,88,154,153,196,304,262,259,298
15081,4,18,101,430,10,0,37,0,0,8,0,44,0,71,2,8,17,3,20,21,4,15,5,43,5,0,7,1098,1083,5,5,0,550,15,3,0,548,541,542,88,76,149,170,177,161,126,125
15082,130,134,2845,3269,540,0,873,0,0,229,0,1229,0,893,22,159,210,25,213,264,18,71,74,650,158,6,91,18579,18305,85,158,0,9127,274,19,6,9452,9289,9016,2510,1732,2342,3365,2828,2403,1444,1042
15083,5,13,118,344,18,0,32,0,0,4,0,52,0,49,1,5,18,0,8,17,3,2,13,26,6,0,4,1124,1114,3,6,0,584,10,0,0,540,535,579,62,94,105,137,216,181,145,152
15084,12,21,408,1109,59,0,150,0,0,9,0,151,0,117,1,11,39,1,22,43,6,20,13,69,19,0,0,3299,3280,0,19,0,1558,19,0,0,1741,1730,1550,192,240,331,414,477,551,516,498
15085,29,26,515,946,63,0,106,0,0,25,0,200,0,148,6,16,48,7,29,42,5,16,14,100,19,2,7,3574,3544,7,19,0,1780,30,2,2,1794,1781,1763,278,316,368,418,633,500,437,513
15086,26,19,426,893,72,0,145,0,0,22,0,109,0,120,4,11,42,6,33,24,5,12,23,73,14,0,13,3113,3086,9,14,0,1538,27,0,0,1575,1562,1524,268,242,344,421,478,478,429,371
